Sender,Receiver,Direction,Document ID,Document Descriptions,Document Status,Document Type,Task,Booking ID,Status,Start Time,Carrier,Senders,Documents,Loads
The Better Health Company Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6531053,PO,,,Task 1,MDB-24-3SPP-GZV9,Completed,26/02/2024 10:30,DHL SUPPLY CHAIN,The Better Health Company Australia Pty Ltd,PO6531053,Inbound Pallets (Lifts): 1
The Better Health Company Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6593924,PO,,,Task 2,MDB-24-3SPP-GZV9,Completed,26/02/2024 10:30,DHL SUPPLY CHAIN,The Better Health Company Australia Pty Ltd,PO6593924,Inbound Cartons (Lifts): 1
GlaxoSmithKline Consumer Healthcare Aust. P/L,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6785544,PO,,PO,Task 3,MDB-24-3SPP-GZV9,Completed,26/02/2024 10:30,DHL SUPPLY CHAIN,GlaxoSmithKline Consumer Healthcare Aust. P/L,PO6785544,Inbound Pallets (Lifts): 6
GlaxoSmithKline Consumer Healthcare Aust. P/L,Chemist Warehouse - WA1 - South Guildford,Inbound,1195940883_PO6785544,ASN,,ASN,Task 4,MDB-24-3SPP-GZV9,Completed,26/02/2024 10:30,DHL SUPPLY CHAIN,GlaxoSmithKline Consumer Healthcare Aust. P/L,1195940883_PO6785544,ASN: 1
Inova Pharmaceuticals (Aust) Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6783342,PO,,PO,Task 5,MDB-24-3SPP-GZV9,Completed,26/02/2024 10:30,DHL SUPPLY CHAIN,Inova Pharmaceuticals (Aust) Pty Ltd,PO6783342,Inbound Pallets (Lifts): 5
The Better Health Company Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6757555,PO,,PO,Task 6,MDB-24-3SPP-GZV9,Completed,26/02/2024 10:30,DHL SUPPLY CHAIN,The Better Health Company Australia Pty Ltd,PO6757555,Inbound Cartons (Lifts): 1
Pierre Fabre Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6761346,PO,,PO,Task 7,MDB-24-3SPP-GZV9,Completed,26/02/2024 10:30,DHL SUPPLY CHAIN,Pierre Fabre Australia Pty Ltd,PO6761346,Inbound Pallets (Lifts): 1
Pierre Fabre Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,334_PO6761346,ASN,,ASN,Task 8,MDB-24-3SPP-GZV9,Completed,26/02/2024 10:30,DHL SUPPLY CHAIN,Pierre Fabre Australia Pty Ltd,334_PO6761346,ASN: 1
Scholl's Wellness Company,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6777304,PO,,PO,Task 9,MDB-24-3SPP-GZV9,Completed,26/02/2024 10:30,DHL SUPPLY CHAIN,Scholl's Wellness Company,PO6777304,Inbound Pallets (Lifts): 1
Prestige Brands,Chemist Warehouse - WA1 - South Guildford,Inbound,SO-10902_PO6748176,ASN,,ASN,Task 10,MDB-24-3SPP-GZV9,Completed,26/02/2024 10:30,DHL SUPPLY CHAIN,Prestige Brands,SO-10902_PO6748176,ASN: 1
Inova Pharmaceuticals (Aust) Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,621_PO6783342,ASN,,ASN,Task 11,MDB-24-3SPP-GZV9,Completed,26/02/2024 10:30,DHL SUPPLY CHAIN,Inova Pharmaceuticals (Aust) Pty Ltd,621_PO6783342,ASN: 1
Prestige Brands,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6748176,PO,,PO,Task 12,MDB-24-3SPP-GZV9,Completed,26/02/2024 10:30,DHL SUPPLY CHAIN,Prestige Brands,PO6748176,Inbound Pallets (Lifts): 4
Sanofi-Aventis Healthcare Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6797811,PO,,PO,Task 1,MDB-24-65DG-1RPR,Completed,26/02/2024 10:30,Linfox Healthcare Kewdale,Sanofi-Aventis Healthcare Pty Ltd,PO6797811,Inbound Pallets (Lifts): 1
Sanofi-Aventis Healthcare Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,0226678808_PO6797811,ASN,,ASN,Task 2,MDB-24-65DG-1RPR,Completed,26/02/2024 10:30,Linfox Healthcare Kewdale,Sanofi-Aventis Healthcare Pty Ltd,0226678808_PO6797811,ASN: 1
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6739814,PO,,PO,Task 1,MDB-24-Z5D2-0L73,Completed,26/02/2024 11:30,SCT Logistics,RB Health Australia Pty Ltd,PO6739814,Inbound Pallets (Lifts): 1
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6739908,PO,,PO,Task 2,MDB-24-Z5D2-0L73,Completed,26/02/2024 11:30,SCT Logistics,RB Health Australia Pty Ltd,PO6739908,Inbound Pallets (Lifts): 1
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6739959,PO,,PO,Task 3,MDB-24-Z5D2-0L73,Completed,26/02/2024 11:30,SCT Logistics,RB Health Australia Pty Ltd,PO6739959,Inbound Pallets (Lifts): 1
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6755181,PO,,PO,Task 4,MDB-24-Z5D2-0L73,Completed,26/02/2024 11:30,SCT Logistics,RB Health Australia Pty Ltd,PO6755181,Inbound Pallets (Lifts): 2
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,8010188878_PO6755181,ASN,,ASN,Task 5,MDB-24-Z5D2-0L73,Completed,26/02/2024 11:30,SCT Logistics,RB Health Australia Pty Ltd,8010188878_PO6755181,ASN: 1
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,8010178824_PO6739908,ASN,,ASN,Task 6,MDB-24-Z5D2-0L73,Completed,26/02/2024 11:30,SCT Logistics,RB Health Australia Pty Ltd,8010178824_PO6739908,ASN: 1
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,8010178823_PO6739748,ASN,,ASN,Task 7,MDB-24-Z5D2-0L73,Completed,26/02/2024 11:30,SCT Logistics,RB Health Australia Pty Ltd,8010178823_PO6739748,ASN: 1
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,8010178825_PO6739959,ASN,,ASN,Task 8,MDB-24-Z5D2-0L73,Completed,26/02/2024 11:30,SCT Logistics,RB Health Australia Pty Ltd,8010178825_PO6739959,ASN: 1
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,8010188674_PO6739814,ASN,,ASN,Task 9,MDB-24-Z5D2-0L73,Completed,26/02/2024 11:30,SCT Logistics,RB Health Australia Pty Ltd,8010188674_PO6739814,ASN: 1
RB Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6739748,PO,,PO,Task 10,MDB-24-Z5D2-0L73,Completed,26/02/2024 11:30,SCT Logistics,RB Health Australia Pty Ltd,PO6739748,Inbound Pallets (Lifts): 1
Procter & Gamble Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6763001,PO,,PO,Task 1,MDB-24-M30P-X75L,Completed,27/02/2024 6:30,TGE,Procter & Gamble Australia Pty Ltd,PO6763001,Inbound Pallets (Lifts): 7
Procter & Gamble Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6778579,PO,,PO,Task 2,MDB-24-M30P-X75L,Completed,27/02/2024 6:30,TGE,Procter & Gamble Australia Pty Ltd,PO6778579,Inbound Pallets (Lifts): 28
Procter & Gamble Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,127960399_PO6778579,ASN,,ASN,Task 3,MDB-24-M30P-X75L,Completed,27/02/2024 6:30,TGE,Procter & Gamble Australia Pty Ltd,127960399_PO6778579,ASN: 1
Retail Information Sessions,Chemist Warehouse - WA1 - South Guildford,Inbound,Retail Information Sessions,,,,Task 4,MDB-24-M30P-X75L,Completed,27/02/2024 6:30,TGE,Retail Information Sessions,Retail Information Sessions,Inbound Pallets (Lifts): 1
DHL Exel Supply Chain (Australia) Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6798529,PO,,PO,Task 1,MDB-24-3GSV-D6DR,Completed,27/02/2024 7:30,DHL SUPPLY CHAIN,DHL Exel Supply Chain (Australia) Pty Ltd,PO6798529,Inbound Pallets (Lifts): 1
Luxasia Oceania Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6690353,PO,,PO,Task 2,MDB-24-3GSV-D6DR,Completed,27/02/2024 7:30,DHL SUPPLY CHAIN,Luxasia Oceania Pty Ltd,PO6690353,Inbound Pallets (Lifts): 1
Luxasia Oceania Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6440379,PO,,,Task 3,MDB-24-3GSV-D6DR,Completed,27/02/2024 7:30,DHL SUPPLY CHAIN,Luxasia Oceania Pty Ltd,PO6440379,Inbound Pallets (Lifts): 1
Nuchev Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6792185,PO,,PO,Task 1,MDB-24-VGS3-2Z33,Completed,27/02/2024 7:45,SADLEIRS TRANSPORT,Nuchev Pty Ltd,PO6792185,Inbound Pallets (Lifts): 1
Nuchev Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,000018881_PO6792185,ASN,,ASN,Task 2,MDB-24-VGS3-2Z33,Completed,27/02/2024 7:45,SADLEIRS TRANSPORT,Nuchev Pty Ltd,000018881_PO6792185,ASN: 1
Hong Yuan Paper Products Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6774965,PO,,PO,Task 1,MDB-24-MBLP-15G9,Completed,27/02/2024 8:00,IFC Global Logistics Pty Ltd ,Hong Yuan Paper Products Limited,PO6774965,Inbound Containers (Loose Load): 1
KOBAYASHI Healthcare Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6796383,PO,,PO,Task 1,MDB-24-9RBB-DY4J,Completed,27/02/2024 9:15,Startrack Express Perth,KOBAYASHI Healthcare Australia Pty Ltd,PO6796383,Inbound Pallets (Lifts): 1
KOBAYASHI Healthcare Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,201_PO6796383,ASN,,ASN,Task 2,MDB-24-9RBB-DY4J,Completed,27/02/2024 9:15,Startrack Express Perth,KOBAYASHI Healthcare Australia Pty Ltd,201_PO6796383,ASN: 1
Faction Labs Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6796504,PO,,PO,Task 3,MDB-24-9RBB-DY4J,Completed,27/02/2024 9:15,Startrack Express Perth,Faction Labs Pty Ltd,PO6796504,Inbound Pallets (Lifts): 1
GrowthBomb,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6775347,PO,,PO,Task 4,MDB-24-9RBB-DY4J,Completed,27/02/2024 9:15,Startrack Express Perth,GrowthBomb,PO6775347,Inbound Pallets (Lifts): 1
Faction Labs Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,SO-11034221_PO6796504,ASN,,ASN,Task 5,MDB-24-9RBB-DY4J,Completed,27/02/2024 9:15,Startrack Express Perth,Faction Labs Pty Ltd,SO-11034221_PO6796504,ASN: 1
GrowthBomb,Chemist Warehouse - WA1 - South Guildford,Inbound,136_PO6775347,ASN,,ASN,Task 6,MDB-24-9RBB-DY4J,Completed,27/02/2024 9:15,Startrack Express Perth,GrowthBomb,136_PO6775347,ASN: 1
The Department Of Brands,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6776306,PO,,PO,Task 7,MDB-24-9RBB-DY4J,Completed,27/02/2024 9:15,Startrack Express Perth,The Department Of Brands,PO6776306,Inbound Pallets (Lifts): 1
Asaleo Personal Care Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6798246,PO,,PO,Task 1,MDB-24-9GRQ-0X8Y,Cancelled,,Leanne Barker,Asaleo Personal Care Pty Ltd,PO6798246,Inbound Pallets (Lifts): 3
AMO Australia Pty Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6759056,PO,,PO,Task 1,MDB-24-4MJS-P15Q,Cancelled,,TEAM GLOBAL EXPRESS,AMO Australia Pty Limited,PO6759056,Inbound Cartons (Lifts): 8
AMO Australia Pty Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,86_PO6759056,ASN,,ASN,Task 2,MDB-24-4MJS-P15Q,Cancelled,,TEAM GLOBAL EXPRESS,AMO Australia Pty Limited,86_PO6759056,ASN: 1
Henkel Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6788598,PO,,PO,Task 1,MDB-24-SGL8-SG49,Completed,27/02/2024 11:30,LINFOX ,Henkel Australia Pty Ltd,PO6788598,Inbound Pallets (Lifts): 2
Evolution Health Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6797720,PO,,PO,Task 1,MDB-24-2DMZ-LZXY,Completed,27/02/2024 11:45,FedEx Express Australia,Evolution Health Pty Ltd,PO6797720,Inbound Pallets (Lifts): 1
Evolution Health Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,1050_PO6797720,ASN,,ASN,Task 2,MDB-24-2DMZ-LZXY,Completed,27/02/2024 11:45,FedEx Express Australia,Evolution Health Pty Ltd,1050_PO6797720,ASN: 1
Retail Information Sessions,Chemist Warehouse - WA1 - South Guildford,Inbound,Retail Information Sessions,,,,Task 1,MDB-24-6M84-SY9S,Completed,27/02/2024 13:17,AUSTRALIA POST,Retail Information Sessions,Retail Information Sessions,Inbound Cartons (Lifts): 1
Mentholatum Australasia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6739497,PO,,PO,Task 1,MDB-24-99YZ-X3V9,Completed,28/02/2024 7:00,Niche Logistics,Mentholatum Australasia Pty Ltd,PO6739497,Inbound Pallets (Lifts): 3
Mentholatum Australasia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,572826_PO6739497,ASN,,ASN,Task 2,MDB-24-99YZ-X3V9,Completed,28/02/2024 7:00,Niche Logistics,Mentholatum Australasia Pty Ltd,572826_PO6739497,ASN: 1
Swisse Wellness Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6777612,PO,,PO,Task 3,MDB-24-99YZ-X3V9,Completed,28/02/2024 7:00,Niche Logistics,Swisse Wellness Pty Ltd,PO6777612,Inbound Pallets (Lifts): 4
Pierre Fabre Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6812164,PO,,PO,Task 1,MDB-24-VS7L-M473,Completed,28/02/2024 7:30,DHL SUPPLY CHAIN,Pierre Fabre Australia Pty Ltd,PO6812164,Inbound Pallets (Lifts): 2
Pierre Fabre Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,344_PO6812164,ASN,,ASN,Task 2,MDB-24-VS7L-M473,Completed,28/02/2024 7:30,DHL SUPPLY CHAIN,Pierre Fabre Australia Pty Ltd,344_PO6812164,ASN: 1
Nature's Care,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6774875,PO,,PO,Task 1,MDB-24-9G7Q-2VJL,Completed,28/02/2024 7:45,CTI Logistics,Nature's Care,PO6774875,Inbound Pallets (Lifts): 5
Nature's Care,Chemist Warehouse - WA1 - South Guildford,Inbound,644_PO6774875,ASN,,ASN,Task 2,MDB-24-9G7Q-2VJL,Completed,28/02/2024 7:45,CTI Logistics,Nature's Care,644_PO6774875,ASN: 1
Alliance Trading Co Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6798354,PO,,PO,Task 1,MDB-24-RX92-1Z0S,Completed,28/02/2024 8:15,GENERAL CARRYING ,Alliance Trading Co Pty Ltd,PO6798354,Inbound Pallets (Lifts): 1
Alliance Trading Co Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,ASN240215165118_PO6798354,ASN,,ASN,Task 2,MDB-24-RX92-1Z0S,Completed,28/02/2024 8:15,GENERAL CARRYING ,Alliance Trading Co Pty Ltd,ASN240215165118_PO6798354,ASN: 1
Hive & Wellness ,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6832089,PO,,PO,Task 1,MDB-24-D85S-DMM0,Completed,28/02/2024 8:45,M & P Tsihlas Pty Ltd,Hive & Wellness ,PO6832089,Inbound Pallets (Lifts): 1
Hive & Wellness ,Chemist Warehouse - WA1 - South Guildford,Inbound,IN2403879_PO6832089,ASN,,ASN,Task 2,MDB-24-D85S-DMM0,Completed,28/02/2024 8:45,M & P Tsihlas Pty Ltd,Hive & Wellness ,IN2403879_PO6832089,ASN: 1
Vitaco Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,516485084269_PO6796788,ASN,,ASN,Task 1,MDB-24-L5LX-RDJ3,Completed,28/02/2024 9:15,Border Express Perth ,Vitaco Health Australia Pty Ltd,516485084269_PO6796788,ASN: 1
Vitaco Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,516490084270_PO6796786,ASN,,ASN,Task 2,MDB-24-L5LX-RDJ3,Completed,28/02/2024 9:15,Border Express Perth ,Vitaco Health Australia Pty Ltd,516490084270_PO6796786,ASN: 1
Vitaco Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6796788,PO,,PO,Task 3,MDB-24-L5LX-RDJ3,Completed,28/02/2024 9:15,Border Express Perth ,Vitaco Health Australia Pty Ltd,PO6796788,Inbound Pallets (Lifts): 4
Vitaco Health Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6796786,PO,,PO,Task 4,MDB-24-L5LX-RDJ3,Completed,28/02/2024 9:15,Border Express Perth ,Vitaco Health Australia Pty Ltd,PO6796786,Inbound Pallets (Lifts): 13
Wanderlust Products Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6812866,PO,,PO,Task 1,MDB-24-ZDQJ-B8QQ,Completed,28/02/2024 9:30,Startrack Express Perth,Wanderlust Products Pty Ltd,PO6812866,Inbound Cartons (Lifts): 3
Wanderlust Products Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,374_PO6812866,ASN,,ASN,Task 2,MDB-24-ZDQJ-B8QQ,Completed,28/02/2024 9:30,Startrack Express Perth,Wanderlust Products Pty Ltd,374_PO6812866,ASN: 1
Asaleo Personal Care Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6798246,PO,,PO,Task 1,MDB-24-6D5X-BL03,Completed,28/02/2024 9:45,Leanne Barker,Asaleo Personal Care Pty Ltd,PO6798246,Inbound Pallets (Lifts): 4
BSPS Australia (Ecopure),Chemist Warehouse - WA1 - South Guildford,Inbound,PO6785029,PO,,PO,Task 1,MDB-24-D4D0-548Q,Completed,28/02/2024 10:00,Mainfreight,BSPS Australia (Ecopure),PO6785029,Inbound Pallets (Lifts): 1
BSPS Australia (Ecopure),Chemist Warehouse - WA1 - South Guildford,Inbound,8200019133_PO6785029,ASN,,ASN,Task 2,MDB-24-D4D0-548Q,Completed,28/02/2024 10:00,Mainfreight,BSPS Australia (Ecopure),8200019133_PO6785029,ASN: 1
Hismile Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6757458,PO,,PO,Task 3,MDB-24-D4D0-548Q,Completed,28/02/2024 10:00,Mainfreight,Hismile Pty Ltd,PO6757458,Inbound Pallets (Lifts): 1
Hismile Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,0HS-29364_PO6757458,ASN,,ASN,Task 4,MDB-24-D4D0-548Q,Completed,28/02/2024 10:00,Mainfreight,Hismile Pty Ltd,0HS-29364_PO6757458,ASN: 1
Retail Information Sessions,Chemist Warehouse - WA1 - South Guildford,Inbound,Retail Information Sessions,,,,Task 5,MDB-24-D4D0-548Q,Completed,28/02/2024 10:00,Mainfreight,Retail Information Sessions,Retail Information Sessions,Inbound Cartons (Lifts): 17
Natio,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6797312,PO,,PO,Task 1,MDB-24-2VV1-8J3Z,Completed,28/02/2024 10:15,Direct freight Express,Natio,PO6797312,Inbound Pallets (Lifts): 1
Natio,Chemist Warehouse - WA1 - South Guildford,Inbound,A654893_PO6797312,ASN,,ASN,Task 2,MDB-24-2VV1-8J3Z,Completed,28/02/2024 10:15,Direct freight Express,Natio,A654893_PO6797312,ASN: 1
AMO Australia Pty Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6759056,PO,,PO,Task 1,MDB-24-JZ29-21QJ,Completed,28/02/2024 10:30,TEAM GLOBAL EXPRESS,AMO Australia Pty Limited,PO6759056,Inbound Cartons (Lifts): 8
Sandoz Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6815337,PO,,PO,Task 2,MDB-24-JZ29-21QJ,Completed,28/02/2024 10:30,TEAM GLOBAL EXPRESS,Sandoz Pty Ltd,PO6815337,Inbound Cartons (Lifts): 7
IBB Australia Inc,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6803190,PO,,PO,Task 1,MDB-24-YVPD-YB54,Completed,28/02/2024 10:45,TGE,IBB Australia Inc,PO6803190,Inbound Pallets (Lifts): 2
IBB Australia Inc,Chemist Warehouse - WA1 - South Guildford,Inbound,IBB5161_PO6803190,ASN,,ASN,Task 2,MDB-24-YVPD-YB54,Completed,28/02/2024 10:45,TGE,IBB Australia Inc,IBB5161_PO6803190,ASN: 1
Stirling Fildes Pty,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6832956,PO,,PO,Task 1,MDB-24-4S43-SY89,Cancelled,,QUICKLEE TRANSPORT,Stirling Fildes Pty,PO6832956,Inbound Pallets (Lifts): 1
Health Direction Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6772831,PO,,PO,Task 1,MDB-24-M3V2-B02Y,Completed,28/02/2024 11:15,FedEx Express Australia,Health Direction Pty Ltd,PO6772831,Inbound Pallets (Lifts): 1
Downes Sales Brokerage,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6777557,PO,,PO,Task 1,MDB-24-SMSJ-LXRR,Completed,28/02/2024 11:30,TFMXPRESS WA,Downes Sales Brokerage,PO6777557,Inbound Cartons (Lifts): 5
Downes Sales Brokerage,Chemist Warehouse - WA1 - South Guildford,Inbound,4121871_PO6777557,ASN,,ASN,Task 2,MDB-24-SMSJ-LXRR,Completed,28/02/2024 11:30,TFMXPRESS WA,Downes Sales Brokerage,4121871_PO6777557,ASN: 1
Ecostore,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6740934,PO,,PO,Task 1,MDB-24-90L6-D3YY,Completed,29/02/2024 7:00,MFD Linehaul,Ecostore,PO6740934,Inbound Pallets (Lifts): 5
Ecostore,Chemist Warehouse - WA1 - South Guildford,Inbound,209368_PO6740934,ASN,,ASN,Task 2,MDB-24-90L6-D3YY,Completed,29/02/2024 7:00,MFD Linehaul,Ecostore,209368_PO6740934,ASN: 1
PharmaCare Laboratories Pty. Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6823790,PO,,PO,Task 3,MDB-24-90L6-D3YY,Completed,29/02/2024 7:00,MFD Linehaul,PharmaCare Laboratories Pty. Limited,PO6823790,Inbound Pallets (Lifts): 1
PharmaCare Laboratories Pty. Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,24963_PO6823790,ASN,,ASN,Task 4,MDB-24-90L6-D3YY,Completed,29/02/2024 7:00,MFD Linehaul,PharmaCare Laboratories Pty. Limited,24963_PO6823790,ASN: 1
DHL Exel Supply Chain (Australia) Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6798529,PO,,PO,Task 1,MDB-24-R3ZP-MY3Z,Completed,29/02/2024 7:30,DHL SUPPLY CHAIN,DHL Exel Supply Chain (Australia) Pty Ltd,PO6798529,Inbound Pallets (Lifts): 13
Inova Pharmaceuticals (Aust) Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6814172,PO,,PO,Task 2,MDB-24-R3ZP-MY3Z,Completed,29/02/2024 7:30,DHL SUPPLY CHAIN,Inova Pharmaceuticals (Aust) Pty Ltd,PO6814172,Inbound Pallets (Lifts): 1
Key Pharmaceuticals Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6796316,PO,,PO,Task 3,MDB-24-R3ZP-MY3Z,Completed,29/02/2024 7:30,DHL SUPPLY CHAIN,Key Pharmaceuticals Pty Ltd,PO6796316,Inbound Pallets (Lifts): 1
Key Pharmaceuticals Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,299_PO6796316,ASN,,ASN,Task 4,MDB-24-R3ZP-MY3Z,Completed,29/02/2024 7:30,DHL SUPPLY CHAIN,Key Pharmaceuticals Pty Ltd,299_PO6796316,ASN: 1
Inova Pharmaceuticals (Aust) Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,623_PO6814172,ASN,,ASN,Task 5,MDB-24-R3ZP-MY3Z,Completed,29/02/2024 7:30,DHL SUPPLY CHAIN,Inova Pharmaceuticals (Aust) Pty Ltd,623_PO6814172,ASN: 1
Key Pharmaceuticals Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6796317,PO,,PO,Task 6,MDB-24-R3ZP-MY3Z,Completed,29/02/2024 7:30,DHL SUPPLY CHAIN,Key Pharmaceuticals Pty Ltd,PO6796317,Inbound Cartons (Lifts): 1
Nutricia Australia Pty Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6813818,PO,,PO,Task 7,MDB-24-R3ZP-MY3Z,Completed,29/02/2024 7:30,DHL SUPPLY CHAIN,Nutricia Australia Pty Limited,PO6813818,Inbound Pallets (Lifts): 3
Nutricia Australia Pty Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,5055875993_PO6813818,ASN,,ASN,Task 8,MDB-24-R3ZP-MY3Z,Completed,29/02/2024 7:30,DHL SUPPLY CHAIN,Nutricia Australia Pty Limited,5055875993_PO6813818,ASN: 1
Key Pharmaceuticals Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,299_PO6796317,ASN,,ASN,Task 9,MDB-24-R3ZP-MY3Z,Completed,29/02/2024 7:30,DHL SUPPLY CHAIN,Key Pharmaceuticals Pty Ltd,299_PO6796317,ASN: 1
Felton Grimwade & Bosisto's Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6780311,PO,,PO,Task 1,MDB-24-92LR-RGLD,Completed,29/02/2024 8:15,Cameron,Felton Grimwade & Bosisto's Pty Ltd,PO6780311,Inbound Pallets (Lifts): 1
Felton Grimwade & Bosisto's Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,14632_PO6780311,ASN,,ASN,Task 2,MDB-24-92LR-RGLD,Completed,29/02/2024 8:15,Cameron,Felton Grimwade & Bosisto's Pty Ltd,14632_PO6780311,ASN: 1
COTY Australia Pty. Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6761841,PO,,PO,Task 3,MDB-24-92LR-RGLD,Completed,29/02/2024 8:15,Cameron,COTY Australia Pty. Limited,PO6761841,Inbound Pallets (Lifts): 1
COTY Australia Pty. Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,3036660283_PO6761841,ASN,,ASN,Task 4,MDB-24-92LR-RGLD,Completed,29/02/2024 8:15,Cameron,COTY Australia Pty. Limited,3036660283_PO6761841,ASN: 1
COTY Australia Pty. Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6824132,PO,,PO,Task 5,MDB-24-92LR-RGLD,Completed,29/02/2024 8:15,Cameron,COTY Australia Pty. Limited,PO6824132,Inbound Pallets (Lifts): 5
